Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-02;0,00;0,00;17.720.510,38;10.781.846,68378020;1,64355058;0,00;0,00;0,0377%;0,0377%;2,2675%;64,3551%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-02;0,00;0,00;34.297.886,46;21.601.931,58082440;1,58772313;0,00;0,00;0,0543%;0,0543%;2,4606%;58,7723%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-02;0,00;0,00;72.749.936,58;49.481.431,69758450;1,47024720;0,00;0,00;-0,0157%;-0,0157%;15,9371%;47,0247%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-02;0,00;0,00;113.527.246,47;6.700.615,57229060;16,94280850;0,00;0,00;-0,1274%;-0,1274%;-0,6658%;69,4281%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-02;0,00;0,00;153.407.388,64;98.294.353,41383200;1,56069381;0,00;0,00;-0,2757%;-0,2757%;2,7738%;56,0694%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-02;0,00;0,00;196.273.139,80;118.349.389,21560600;1,65842123;0,00;0,00;-0,0167%;-0,0167%;2,4734%;65,8421%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-02;0,00;0,00;235.600.859,49;143.722.895,60785500;1,63927159;0,00;0,00;0,0442%;0,0442%;2,2867%;63,9272%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-02;0,00;0,00;285.621.090,00;171.388.981,19229300;1,66650789;0,00;0,00;-0,0182%;-0,0182%;3,2014%;66,6508%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-02;0,00;0,00;395.146.837,78;227.459.284,84187500;1,73722008;0,00;0,00;0,0532%;0,0532%;2,2765%;73,7220%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-02;0,00;0,00;577.974.390,40;344.556.811,69244500;1,67744293;0,00;0,00;-0,0122%;-0,0122%;3,1826%;67,7443%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-02;0,00;0,00;1.101.784.899,54;658.460.887,65200900;1,67327311;0,00;0,00;0,0378%;0,0378%;2,3055%;67,3273%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-02;0,00;0,00;1.145.477.724,88;738.344.243,93157600;1,55141417;0,00;0,00;0,0593%;0,0593%;2,0051%;55,1414%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-03;0,00;7.733,83;17.716.752,39;10.777.142,17677740;1,64391933;0,00;0,00;0,0224%;0,0602%;2,2905%;64,3919%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-03;0,00;0,00;34.256.173,01;21.601.931,58082440;1,58579213;0,00;0,00;-0,1216%;-0,0674%;2,3360%;58,5792%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-03;3.596.608,00;0,00;74.171.509,34;52.003.083,29844580;1,42629061;0,00;0,00;-2,9897%;-3,0050%;12,4709%;42,6291%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-03;0,00;0,00;113.545.917,49;6.700.615,57229060;16,94559496;0,00;0,00;0,0164%;-0,1110%;-0,6495%;69,4559%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-03;0,00;0,00;152.319.463,75;98.294.353,41383200;1,54962578;0,00;0,00;-0,7092%;-0,9829%;2,0449%;54,9626%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-03;0,00;0,00;196.287.367,30;118.349.389,21560600;1,65854145;0,00;0,00;0,0072%;-0,0094%;2,4808%;65,8541%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-03;0,00;0,00;235.648.727,05;143.722.895,60785500;1,63960464;0,00;0,00;0,0203%;0,0645%;2,3075%;63,9605%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-03;2.100,00;5.057,38;284.729.329,44;171.387.201,05576200;1,66132201;0,00;0,00;-0,3112%;-0,3293%;2,8803%;66,1322%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-03;0,00;110.000,00;395.131.709,27;227.395.980,48739500;1,73763718;0,00;0,00;0,0240%;0,0772%;2,3011%;73,7637%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-03;12.065,68;12.479,48;576.230.015,95;344.556.564,26085900;1,67238147;0,00;0,00;-0,3017%;-0,3139%;2,8712%;67,2381%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-03;0,00;110.000,00;1.101.918.067,65;658.395.162,74007900;1,67364241;0,00;0,00;0,0221%;0,0599%;2,3281%;67,3642%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-03;6.388,35;7.691,10;1.145.452.445,68;738.343.404,19626100;1,55138170;0,00;0,00;-0,0021%;0,0572%;2,0030%;55,1382%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-04;0,00;110.000,00;17.618.860,10;10.710.274,61564160;1,64504280;0,00;0,00;0,0683%;0,1286%;2,3604%;64,5043%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-04;0,00;0,00;34.271.489,07;21.601.931,58082440;1,58650114;0,00;0,00;0,0447%;-0,0227%;2,3818%;58,6501%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-04;0,00;0,00;75.201.438,42;52.003.083,29844580;1,44609576;0,00;0,00;1,3886%;-1,6581%;14,0326%;44,6096%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-04;0,00;0,00;113.042.672,73;6.700.615,57229060;16,87049070;0,00;0,00;-0,4432%;-0,5537%;-1,0898%;68,7049%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-04;0,00;0,00;152.811.725,25;98.294.353,41383200;1,55463381;0,00;0,00;0,3232%;-0,6629%;2,3747%;55,4634%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-04;0,00;0,00;196.477.958,89;118.349.389,21560600;1,66015186;0,00;0,00;0,0971%;0,0877%;2,5803%;66,0152%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-04;0,00;0,00;235.815.500,72;143.722.895,60785500;1,64076503;0,00;0,00;0,0708%;0,1354%;2,3799%;64,0765%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-04;0,00;0,00;285.188.227,47;171.387.201,05576200;1,66399956;0,00;0,00;0,1612%;-0,1687%;3,0461%;66,4000%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-04;0,00;0,00;395.391.795,03;227.395.980,48739500;1,73878093;0,00;0,00;0,0658%;0,1431%;2,3684%;73,8781%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-04;0,00;0,00;577.140.346,61;344.556.564,26085900;1,67502351;0,00;0,00;0,1580%;-0,1564%;3,0338%;67,5024%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-04;0,00;0,00;1.102.689.338,68;658.395.162,74007900;1,67481385;0,00;0,00;0,0700%;0,1299%;2,3997%;67,4814%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-04;0,00;0,00;1.146.209.709,42;738.343.404,19626100;1,55240732;0,00;0,00;0,0661%;0,1234%;2,0704%;55,2407%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-05;0,00;0,00;17.619.413,68;10.710.274,61564160;1,64509448;0,00;0,00;0,0031%;0,1317%;2,3636%;64,5094%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-05;0,00;0,00;34.200.467,76;21.601.931,58082440;1,58321341;0,00;0,00;-0,2072%;-0,2299%;2,1696%;58,3213%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-05;0,00;0,00;73.324.524,74;52.003.083,29844580;1,41000341;0,00;0,00;-2,4958%;-4,1126%;11,1865%;41,0003%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-05;0,00;0,00;113.647.609,40;6.700.615,57229060;16,96077147;0,00;0,00;0,5351%;-0,0215%;-0,5605%;69,6077%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-05;0,00;0,00;151.839.226,81;98.294.353,41383200;1,54474007;0,00;0,00;-0,6364%;-1,2951%;1,7232%;54,4740%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-05;0,00;0,00;196.359.865,04;118.349.389,21560600;1,65915402;0,00;0,00;-0,0601%;0,0275%;2,5187%;65,9154%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-05;0,00;0,00;235.850.051,74;143.722.895,60785500;1,64100543;0,00;0,00;0,0147%;0,1500%;2,3949%;64,1005%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-05;37.704,07;0,00;284.563.482,87;171.409.912,51282000;1,66013435;0,00;0,00;-0,2323%;-0,4006%;2,8067%;66,0134%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-05;0,00;216.793,43;395.228.395,21;227.271.316,04358700;1,73901574;0,00;0,00;0,0135%;0,1566%;2,3822%;73,9016%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-05;7.519,35;0,00;575.846.792,51;344.561.063,50487600;1,67124743;0,00;0,00;-0,2254%;-0,3815%;2,8015%;67,1247%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-05;0,00;71.877,97;1.102.640.864,69;658.352.246,66057900;1,67484940;0,00;0,00;0,0021%;0,1320%;2,4019%;67,4849%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-05;12.418,00;0,00;1.146.312.505,70;738.351.402,75484600;1,55252973;0,00;0,00;0,0079%;0,1313%;2,0785%;55,2530%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-06;0,00;0,00;17.621.704,02;10.710.274,61564160;1,64530833;0,00;0,00;0,0130%;0,1447%;2,3769%;64,5308%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-06;0,00;0,00;34.159.186,60;21.601.931,58082440;1,58130242;0,00;0,00;-0,1207%;-0,3504%;2,0463%;58,1302%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-06;0,00;0,00;72.972.456,10;52.003.083,29844580;1,40323326;0,00;0,00;-0,4802%;-4,5730%;10,6527%;40,3233%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-06;0,00;0,00;112.529.925,40;6.700.615,57229060;16,79396828;0,00;0,00;-0,9835%;-1,0048%;-1,5385%;67,9397%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-06;0,00;0,00;151.169.303,52;98.294.353,41383200;1,53792459;0,00;0,00;-0,4412%;-1,7306%;1,2744%;53,7925%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-06;0,00;0,00;196.216.929,43;118.349.389,21560600;1,65794628;0,00;0,00;-0,0728%;-0,0453%;2,4441%;65,7946%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-06;0,00;0,00;235.905.932,21;143.722.895,60785500;1,64139423;0,00;0,00;0,0237%;0,1738%;2,4191%;64,1394%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-06;0,00;0,00;284.073.187,99;171.409.912,51282000;1,65727398;0,00;0,00;-0,1723%;-0,5722%;2,6296%;65,7274%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-06;0,00;0,00;395.348.744,49;227.271.316,04358700;1,73954528;0,00;0,00;0,0305%;0,1871%;2,4134%;73,9545%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-06;20.996,31;0,00;574.892.238,86;344.573.648,08104700;1,66841614;0,00;0,00;-0,1694%;-0,5503%;2,6273%;66,8416%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-06;0,00;0,00;1.102.776.598,39;658.352.246,66057900;1,67505557;0,00;0,00;0,0123%;0,1444%;2,4145%;67,5056%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-06;2.100,63;0,00;1.146.123.217,13;738.352.756,01767800;1,55227052;0,00;0,00;-0,0167%;0,1145%;2,0614%;55,2271%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-09;0,00;0,00;17.629.285,01;10.710.274,61564160;1,64601615;0,00;0,00;0,0430%;0,1878%;2,4210%;64,6016%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-09;0,00;0,00;34.216.592,98;21.601.931,58082440;1,58395988;0,00;0,00;0,1681%;-0,1829%;2,2178%;58,3960%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-09;0,00;0,00;73.508.544,91;52.003.083,29844580;1,41354205;0,00;0,00;0,7346%;-3,8720%;11,4656%;41,3542%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-09;0,00;0,00;111.568.046,47;6.700.615,57229060;16,65041745;0,00;0,00;-0,8548%;-1,8509%;-2,3801%;66,5042%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-09;0,00;0,00;150.529.875,65;98.294.353,41383200;1,53141936;0,00;0,00;-0,4230%;-2,1463%;0,8460%;53,1419%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-09;0,00;0,00;196.176.312,00;118.349.389,21560600;1,65760308;0,00;0,00;-0,0207%;-0,0660%;2,4229%;65,7603%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-09;0,00;0,00;236.015.237,10;143.722.895,60785500;1,64215476;0,00;0,00;0,0463%;0,2202%;2,4666%;64,2155%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-09;5.297,40;0,00;283.993.030,61;171.413.109,92863800;1,65677544;0,00;0,00;-0,0301%;-0,6021%;2,5987%;65,6775%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-09;3.398,84;45.000,00;395.519.000,06;227.247.413,88961100;1,74047745;0,00;0,00;0,0536%;0,2408%;2,4683%;74,0477%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-09;2.257,68;0,00;574.723.181,93;344.575.001,67198400;1,66791897;0,00;0,00;-0,0298%;-0,5799%;2,5967%;66,7919%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-09;0,00;45.000,00;1.103.208.932,08;658.325.393,50347100;1,67578061;0,00;0,00;0,0433%;0,1877%;2,4588%;67,5781%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-09;4.342,26;0,00;1.146.139.584,16;738.355.553,34868700;1,55228680;0,00;0,00;0,0010%;0,1156%;2,0625%;55,2287%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-10;0,00;45.769,58;17.603.103,22;10.682.499,20037700;1,64784503;0,00;0,00;0,1111%;0,2991%;2,5348%;64,7845%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-10;0,00;0,00;34.286.506,75;21.601.931,58082440;1,58719634;0,00;0,00;0,2043%;0,0211%;2,4266%;58,7196%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-10;0,00;0,00;74.479.128,69;52.003.083,29844580;1,43220601;0,00;0,00;1,3204%;-2,6027%;12,9373%;43,2206%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-10;0,00;0,00;110.698.107,91;6.700.615,57229060;16,52058781;0,00;0,00;-0,7797%;-2,6163%;-3,1413%;65,2059%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-10;0,00;0,00;151.532.556,81;98.294.353,41383200;1,54162016;0,00;0,00;0,6661%;-1,4944%;1,5178%;54,1620%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-10;0,00;0,00;196.594.782,10;118.349.389,21560600;1,66113897;0,00;0,00;0,2133%;0,1472%;2,6413%;66,1139%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-10;0,00;0,00;236.260.435,70;143.722.895,60785500;1,64386081;0,00;0,00;0,1039%;0,3243%;2,5730%;64,3861%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-10;1.416,20;0,00;284.529.441,72;171.413.963,11434900;1,65989653;0,00;0,00;0,1884%;-0,4148%;2,7920%;65,9897%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-10;0,00;0,00;395.905.213,71;227.247.413,88961100;1,74217698;0,00;0,00;0,0976%;0,3387%;2,5683%;74,2177%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-10;57.670,54;0,00;575.844.484,48;344.609.514,14428100;1,67100576;0,00;0,00;0,1851%;-0,3959%;2,7866%;67,1006%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-10;0,00;0,00;1.104.467.408,14;658.325.393,50347100;1,67769225;0,00;0,00;0,1141%;0,3020%;2,5757%;67,7692%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-10;13.902,40;0,00;1.147.246.991,10;738.364.500,88898200;1,55376780;0,00;0,00;0,0954%;0,2111%;2,1599%;55,3768%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-11;0,00;0,00;17.608.917,38;10.682.499,20037700;1,64838930;0,00;0,00;0,0330%;0,3323%;2,5686%;64,8389%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-11;0,00;0,00;34.292.061,10;21.601.931,58082440;1,58745346;0,00;0,00;0,0162%;0,0373%;2,4432%;58,7453%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-11;0,00;0,00;74.521.524,60;52.003.083,29844580;1,43302127;0,00;0,00;0,0569%;-2,5473%;13,0016%;43,3021%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-11;0,00;0,00;110.482.819,57;6.700.615,57229060;16,48845817;0,00;0,00;-0,1945%;-2,8056%;-3,3296%;64,8846%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-11;0,00;0,00;151.161.345,71;98.294.353,41383200;1,53784363;0,00;0,00;-0,2450%;-1,7358%;1,2691%;53,7844%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-11;0,00;0,00;196.586.378,60;118.349.389,21560600;1,66106796;0,00;0,00;-0,0043%;0,1429%;2,6370%;66,1068%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-11;0,00;0,00;236.350.337,09;143.722.895,60785500;1,64448633;0,00;0,00;0,0381%;0,3625%;2,6121%;64,4486%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-11;11.753,69;0,00;284.500.851,72;171.421.045,09602800;1,65966117;0,00;0,00;-0,0142%;-0,4290%;2,7774%;65,9661%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-11;0,00;3.500.000,00;392.556.862,57;225.239.202,38160800;1,74284431;0,00;0,00;0,0383%;0,3771%;2,6076%;74,2844%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-11;50.690,58;0,00;575.818.072,21;344.639.853,57778800;1,67078202;0,00;0,00;-0,0134%;-0,4093%;2,7728%;67,0782%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-11;0,00;3.500.000,00;1.101.331.413,29;656.239.881,76623100;1,67824517;0,00;0,00;0,0330%;0,3351%;2,6095%;67,8245%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-11;34.665,45;0,00;1.147.563.452,99;738.386.805,98325700;1,55414945;0,00;0,00;0,0246%;0,2357%;2,1850%;55,4149%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-12;0,00;17.240,76;17.590.951,00;10.672.039,61384630;1,64832137;0,00;0,00;-0,0041%;0,3281%;2,5644%;64,8321%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-12;0,00;0,00;34.240.850,98;21.601.931,58082440;1,58508284;0,00;0,00;-0,1493%;-0,1121%;2,2902%;58,5083%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-12;0,00;0,00;72.668.214,77;52.003.083,29844580;1,39738281;0,00;0,00;-2,4869%;-4,9709%;10,1913%;39,7383%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-12;0,00;0,00;110.825.458,87;6.700.615,57229060;16,53959366;0,00;0,00;0,3101%;-2,5042%;-3,0298%;65,3959%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-12;1.670.000,00;0,00;151.788.733,12;99.387.831,66791180;1,52723659;0,00;0,00;-0,6897%;-2,4135%;0,5706%;52,7237%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-12;0,00;0,00;196.388.592,53;118.349.389,21560600;1,65939676;0,00;0,00;-0,1006%;0,0422%;2,5337%;65,9397%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-12;0,00;0,00;236.375.726,06;143.722.895,60785500;1,64466298;0,00;0,00;0,0107%;0,3732%;2,6231%;64,4663%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-12;1.028.840,55;0,00;284.783.178,68;172.042.585,98171500;1,65530631;0,00;0,00;-0,2624%;-0,6902%;2,5078%;65,5306%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-12;2.300.000,01;0,00;394.880.470,87;226.558.804,87052300;1,74294913;0,00;0,00;0,0060%;0,3831%;2,6138%;74,2949%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-12;1.741.310,35;0,00;576.088.875,83;345.684.734,72777900;1,66651523;0,00;0,00;-0,2554%;-0,6636%;2,5104%;66,6515%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-12;2.300.000,00;0,00;1.103.571.168,31;657.610.435,87714700;1,67815337;0,00;0,00;-0,0055%;0,3296%;2,6039%;67,8153%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-12;473.263,30;0,00;1.148.269.205,68;738.691.260,25535300;1,55446431;0,00;0,00;0,0203%;0,2560%;2,2057%;55,4464%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-13;0,00;0,00;17.583.624,93;10.672.039,61384630;1,64763490;0,00;0,00;-0,0416%;0,2863%;2,5217%;64,7635%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-13;0,00;0,00;34.099.569,57;21.601.931,58082440;1,57854262;0,00;0,00;-0,4126%;-0,5243%;1,8682%;57,8543%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-13;0,00;0,00;72.024.812,69;52.003.083,29844580;1,38501043;0,00;0,00;-0,8854%;-5,8122%;9,2157%;38,5010%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-13;3.000.000,00;0,00;114.751.606,58;6.880.495,28345393;16,67781197;0,00;0,00;0,8357%;-1,6895%;-2,2195%;66,7781%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-13;1.678.000,00;0,00;152.419.629,53;100.494.180,20570500;1,51670106;0,00;0,00;-0,6898%;-3,0867%;-0,1232%;51,6701%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-13;0,00;0,00;196.163.008,32;118.349.389,21560600;1,65749067;0,00;0,00;-0,1149%;-0,0728%;2,4159%;65,7491%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-13;0,00;0,00;236.315.818,09;143.722.895,60785500;1,64424615;0,00;0,00;-0,0253%;0,3478%;2,5971%;64,4246%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-13;1.740.006,36;0,00;286.248.560,08;173.094.769,44035700;1,65371005;0,00;0,00;-0,0964%;-0,7860%;2,4089%;65,3710%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-13;0,00;0,00;394.710.282,44;226.558.804,87052300;1,74219794;0,00;0,00;-0,0431%;0,3399%;2,5696%;74,2198%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-13;3.254.411,97;0,00;578.794.993,75;347.639.419,72361800;1,66492912;0,00;0,00;-0,0952%;-0,7581%;2,4128%;66,4929%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-13;0,00;0,00;1.103.082.081,01;657.610.435,87714700;1,67740963;0,00;0,00;-0,0443%;0,2851%;2,5584%;67,7410%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-13;1.678.771,76;0,00;1.149.893.223,18;739.771.279,78378300;1,55439019;0,00;0,00;-0,0048%;0,2513%;2,2008%;55,4390%
